"","HSHD_NUM","Spending_2016","Spending_2017","Change","Trend","Spending","Units","Units_2016","Units_2017"
"963",2034,5697.56,4870.88,-826.68,"increase",10568.44,4479,2333,2146
"964",2320,2462.13,3844.05,1381.92,"increase",6306.18,2610,1156,1454
"965",357,535.05,624.41,89.36,"increase",1159.46,299,131,168
"966",946,4848.72,6083.28,1234.56,"increase",10932,3987,1671,2316
"967",1130,0,29.79,29.79,"increase",29.79,8,0,8
"968",439,48.5,45.38,-3.12,"increase",93.88,36,13,23
"969",1461,15965.37,18317.91,2352.54,"increase",34283.28,11832,5593,6239
"970",3767,6473.36,6242.99,-230.37,"increase",12716.35,5077,2530,2547
"971",1350,6448.81,3797.65,-2651.16,"increase",10246.46,3587,2167,1420
"972",2369,4314.54,5631.2,1316.66,"increase",9945.74,3205,1486,1719
"973",3710,3742.13,3417.95,-324.18,"increase",7160.08,2779,1462,1317
"974",3780,6687.64,7322.08,634.44,"increase",14009.72,5656,2771,2885
"975",3839,6997.07,9602.25,2605.18,"increase",16599.32,5947,2265,3682
"976",4346,2443.02,3078.37,635.35,"increase",5521.39,1801,702,1099
"977",166,0,71.42,71.42,"increase",71.42,34,0,34
"978",3284,3675.48,4108.03,432.55,"increase",7783.51,2624,1230,1394
"979",3996,6517.17,6645.35,128.18,"increase",13162.52,5711,2787,2924
"980",4519,4056.65,2657.79,-1398.86,"increase",6714.44,2663,1639,1024
"981",4956,3274.06,2953.56,-320.5,"increase",6227.62,3012,1508,1504
"982",1107,54.67,41.26,-13.41,"increase",95.93,72,43,29
"983",1831,3296.94,4201.66,904.72,"increase",7498.6,2201,958,1243
"984",3368,11072.08,5706.1,-5365.98,"increase",16778.18,4395,2941,1454
"985",3513,8428.24,10072.66,1644.42,"increase",18500.9,4742,2219,2523
"986",81,0,31.97,31.97,"increase",31.97,3,0,3
"987",4283,5649.29,8767.36,3118.07,"increase",14416.65,3912,1534,2378
"988",1237,8939.54,9922.67,983.129999999999,"increase",18862.21,7779,3811,3968
"989",1539,11635.34,10463.26,-1172.08,"increase",22098.6,7774,4023,3751
"990",4305,4292.75,3062.24,-1230.51,"increase",7354.99,3958,2501,1457
"991",2652,3269.45,3244.18,-25.2700000000004,"increase",6513.63,2350,1215,1135
"992",3217,276.12,361.62,85.5,"increase",637.74,142,63,79
"993",1296,3396.18,2951.6,-444.58,"increase",6347.78,2000,1057,943
"994",1762,8420.86,6380.59,-2040.27,"increase",14801.45,6440,3463,2977
"995",2227,18618.96,5244.88,-13374.08,"increase",23863.84,10285,8345,1940
"996",2566,2718.16,5197.7,2479.54,"increase",7915.86,3343,1274,2069
"997",2952,3127.8,4155.84,1028.04,"increase",7283.64,2466,1019,1447
"998",3823,0,3.99,3.99,"increase",3.99,1,0,1
"999",4659,3059.9,4396.14,1336.24,"increase",7456.04,4226,1833,2393
"1000",569,25.14,0,-25.14,"increase",25.14,6,6,0
"1001",1009,4884.21,1357.54,-3526.67,"increase",6241.75,2273,1782,491
"1002",1348,4451.27,4307.8,-143.47,"increase",8759.07,2561,1184,1377
"1003",1836,7275.41,6833.82,-441.59,"increase",14109.23,5955,3134,2821
"1004",2031,7843.68,3930.86,-3912.82,"increase",11774.54,4365,3062,1303
"1005",3399,2340.97,2114.63,-226.34,"increase",4455.6,1689,887,802
"1006",3524,4014.37,5147.06,1132.69,"increase",9161.43,3533,1561,1972
"1007",3667,2551.25,3018.59,467.34,"increase",5569.84,1930,928,1002
"1008",3696,3641.46,4830.72,1189.26,"increase",8472.18,3215,1346,1869
"1009",586,4314.15,4922.06,607.910000000001,"increase",9236.21,2544,1182,1362
"1010",3664,320.37,195.09,-125.28,"increase",515.46,149,89,60
"1011",276,30.95,0,-30.95,"increase",30.95,5,5,0
"1012",336,4840.29,4569.82,-270.47,"increase",9410.11,4635,2445,2190
"1013",1300,2564.33,2746.56,182.23,"increase",5310.89,1872,896,976
"1014",1608,3512.57,2752.23,-760.34,"increase",6264.8,2849,1521,1328
"1015",1764,3056.33,3556.99,500.66,"increase",6613.32,1862,837,1025
"1016",2640,6934.65,5006.28,-1928.37,"increase",11940.93,4087,2351,1736
"1017",3262,55.58,0,-55.58,"increase",55.58,18,18,0
"1018",3302,4156.78,3811.36,-345.42,"increase",7968.14,2724,1459,1265
"1019",3957,1854.07,2107.45,253.38,"increase",3961.52,1327,619,708
"1020",3973,5852.95,6274.08,421.13,"increase",12127.03,6021,3011,3010
"1021",4522,6909.48,6944.22,34.7399999999998,"increase",13853.7,3838,1944,1894
"1022",4580,9539.54,11557.77,2018.23,"increase",21097.31,6678,3186,3492
"1023",4714,2735.87,2970.47,234.6,"increase",5706.34,1777,807,970
"1024",2734,6400.98,6387.3,-13.6800000000003,"increase",12788.28,5624,2839,2785
"1025",1133,0,1439.24,1439.24,"increase",1439.24,408,0,408
"1026",3248,2673.49,2313.48,-360.01,"increase",4986.97,2313,1205,1108
"1027",3540,8709.28,9807.92,1098.64,"increase",18517.2,4941,2284,2657
"1028",4174,2650.33,1825.17,-825.16,"increase",4475.5,1866,1116,750
"1029",219,2714.91,4396.26,1681.35,"increase",7111.17,2226,945,1281
"1030",1027,2825.45,3278.36,452.91,"increase",6103.81,2772,1322,1450
"1031",1491,1300.23,1130.19,-170.04,"increase",2430.42,1413,716,697
"1032",1936,233.93,285.43,51.5,"increase",519.36,196,89,107
"1033",2035,3949.51,3520.73,-428.78,"increase",7470.24,2832,1509,1323
"1034",2407,1450.32,1339.66,-110.66,"increase",2789.98,769,408,361
"1035",2976,5257.34,3693.61,-1563.73,"increase",8950.95,2631,1578,1053
"1036",3103,4188.13,4221.74,33.6099999999997,"increase",8409.87,3817,1853,1964
"1037",3698,3302.29,3799.39,497.1,"increase",7101.68,1977,988,989
"1038",3782,7254.6,7543.06,288.46,"increase",14797.66,4441,2252,2189
"1039",127,10.96,0,-10.96,"increase",10.96,4,4,0
"1040",634,4555.43,5823.74,1268.31,"increase",10379.17,3394,1493,1901
"1041",1347,5931.86,6237.87,306.01,"increase",12169.73,4470,2106,2364
"1042",1616,6353.88,5230.19,-1123.69,"increase",11584.07,3583,1993,1590
"1043",2919,62.2,132.19,69.99,"increase",194.39,60,21,39
"1044",3059,7341.35,7107.73,-233.62,"increase",14449.08,3650,1866,1784
"1045",3242,72.61,0,-72.61,"increase",72.61,22,22,0
"1046",3953,0,82.04,82.04,"increase",82.04,17,0,17
"1047",4401,4594.41,4477.37,-117.04,"increase",9071.78,3913,2053,1860
"1048",4776,0,42.88,42.88,"increase",42.88,13,0,13
"1049",396,27.04,0,-27.04,"increase",27.04,10,10,0
"1050",621,1107.38,1159.49,52.1099999999999,"increase",2266.87,928,489,439
"1051",2548,5790.99,5132.98,-658.009999999999,"increase",10923.97,3718,2008,1710
"1052",2720,4628.28,3733.39,-894.89,"increase",8361.67,2862,1623,1239
"1053",2744,1244.18,1381.95,137.77,"increase",2626.13,922,457,465
"1054",2893,2923.05,2470.72,-452.33,"increase",5393.77,2012,1061,951
"1055",3158,1635.11,1639.17,4.05999999999995,"increase",3274.28,1149,527,622
"1056",3613,3482.48,3547.81,65.3299999999999,"increase",7030.29,3085,1533,1552
"1057",671,4836.15,4673.53,-162.62,"increase",9509.68,3373,1872,1501
"1058",1476,4285.16,4852.94,567.78,"increase",9138.1,3170,1591,1579
"1059",2611,3908.79,3514.53,-394.26,"increase",7423.32,2912,1514,1398
"1060",4927,8372.17,5817.75,-2554.42,"increase",14189.92,3965,2452,1513
"1061",825,7313.53,6651.71,-661.82,"increase",13965.24,5254,3122,2132
"1062",3917,4733.02,5012.15,279.129999999999,"increase",9745.17,3897,1865,2032
"1063",226,4930.6,4729.93,-200.67,"increase",9660.53,3787,1728,2059
"1064",893,2609.97,2616.38,6.40999999999985,"increase",5226.35,2119,1100,1019
"1065",994,2481.98,2730.94,248.96,"increase",5212.92,2854,1344,1510
"1066",1406,4075.38,4149.75,74.3699999999999,"increase",8225.13,2618,1264,1354
"1067",2364,2235.51,2237.11,1.59999999999991,"increase",4472.62,2678,1271,1407
"1068",2716,2715.12,2450.64,-264.48,"increase",5165.76,2389,1289,1100
"1069",2888,2671.74,2945.85,274.11,"increase",5617.59,3488,1723,1765
"1070",4640,4545.61,4656.66,111.05,"increase",9202.27,3432,1745,1687
"1071",1063,4376.84,4127.58,-249.26,"increase",8504.42,3624,1883,1741
"1072",1561,84.79,0,-84.79,"increase",84.79,35,35,0
"1073",2441,2888.74,1923.07,-965.67,"increase",4811.81,2354,1361,993
"1074",2684,3702.38,2867.51,-834.87,"increase",6569.89,3484,2027,1457
"1075",560,3734.7,4141.15,406.449999999999,"increase",7875.85,3652,1879,1773
"1076",3042,2990.64,3601.77,611.13,"increase",6592.41,3118,1361,1757
"1077",3168,5.99,0,-5.99,"increase",5.99,1,1,0
"1078",3465,2380.78,2528.63,147.85,"increase",4909.41,1428,671,757
"1079",3789,2447.2,2369.31,-77.8899999999999,"increase",4816.51,1453,623,830
"1080",121,2498.43,3254.25,755.82,"increase",5752.68,1778,742,1036
"1081",354,11,20.44,9.44,"increase",31.44,11,4,7
"1082",400,80.63,0,-80.63,"increase",80.63,30,30,0
"1083",461,1709.98,1062.31,-647.67,"increase",2772.29,1224,747,477
"1084",598,1355.08,1544.45,189.37,"increase",2899.53,1054,535,519
"1085",1070,1713.37,2283.32,569.95,"increase",3996.69,1706,775,931
"1086",1409,999.46,794.13,-205.33,"increase",1793.59,454,284,170
"1087",1556,4026.03,2954.72,-1071.31,"increase",6980.75,3510,1960,1550
"1088",2243,3691,6497.06,2806.06,"increase",10188.06,4392,1665,2727
"1089",2439,3140.28,2829.2,-311.08,"increase",5969.48,2712,1380,1332
"1090",2591,2670.29,2497.82,-172.47,"increase",5168.11,1395,713,682
"1091",2883,8216.24,9110.62,894.380000000001,"increase",17326.86,6004,2798,3206
"1092",3258,4,0,-4,"increase",4,2,2,0
"1093",3507,2182.02,1875,-307.02,"increase",4057.02,1633,854,779
"1094",3788,5233.47,4398.54,-834.93,"increase",9632.01,3950,2128,1822
"1095",3849,2704.34,2956.14,251.8,"increase",5660.48,2232,1158,1074
"1096",3959,4781.58,4518.56,-263.02,"increase",9300.14,3319,1722,1597
"1097",4100,259.77,410.27,150.5,"increase",670.04,257,95,162
"1098",4118,7286.87,4241.06,-3045.81,"increase",11527.93,4047,2713,1334
"1099",4172,5680.18,5400.61,-279.570000000001,"increase",11080.79,5521,2909,2612
"1100",4589,4943.36,5959.07,1015.71,"increase",10902.43,4137,1839,2298
"1101",2864,14.16,43.07,28.91,"increase",57.23,17,4,13
"1102",608,4206.37,3641.56,-564.81,"increase",7847.93,3666,1923,1743
"1103",923,2263.97,2056.27,-207.7,"increase",4320.24,1598,853,745
"1104",1304,3735.4,4087.91,352.51,"increase",7823.31,3807,1733,2074
"1105",1421,811.28,729.08,-82.1999999999999,"increase",1540.36,855,436,419
"1106",1489,7859.38,7521.64,-337.74,"increase",15381.02,4971,2600,2371
"1107",1675,66.55,20.88,-45.67,"increase",87.43,26,12,14
"1108",1687,4370.6,2509.91,-1860.69,"increase",6880.51,2352,1632,720
"1109",1729,1845.1,1741.8,-103.3,"increase",3586.9,1233,639,594
"1110",1822,2291.84,2659.05,367.21,"increase",4950.89,1864,899,965
"1111",1877,3813.97,3604.58,-209.39,"increase",7418.55,2173,1097,1076
"1112",2433,2709.08,3872.98,1163.9,"increase",6582.06,2965,1319,1646
"1113",2485,3715.61,4125.25,409.64,"increase",7840.86,3334,1559,1775
"1114",2510,2183.08,2494.61,311.53,"increase",4677.69,2441,1281,1160
"1115",2605,4965.96,3288.34,-1677.62,"increase",8254.3,3721,2299,1422
"1116",2637,2908.61,2306.66,-601.95,"increase",5215.27,1833,1026,807
"1117",2680,4035.76,3068.12,-967.64,"increase",7103.88,3056,1813,1243
"1118",2812,4313.82,5293.61,979.79,"increase",9607.43,4120,1961,2159
"1119",2874,5357.7,5132.64,-225.059999999999,"increase",10490.34,4721,2345,2376
"1120",3016,0,14.28,14.28,"increase",14.28,12,0,12
"1121",3309,1316.18,2716.11,1399.93,"increase",4032.29,1210,436,774
"1122",3383,3490.4,2348.8,-1141.6,"increase",5839.2,1913,1169,744
"1123",3404,2922.59,3000.5,77.9099999999999,"increase",5923.09,2560,1295,1265
"1124",3407,6766.49,7819.17,1052.68,"increase",14585.66,3755,1814,1941
"1125",3409,3051.08,3379.37,328.29,"increase",6430.45,3022,1447,1575
"1126",3431,9970.73,10347.2,376.470000000001,"increase",20317.93,5586,3017,2569
"1127",3446,1971.42,2038.3,66.8799999999999,"increase",4009.72,874,475,399
"1128",3485,4390.53,5010.69,620.160000000001,"increase",9401.22,3323,1470,1853
"1129",3562,4410.65,3487.72,-922.929999999999,"increase",7898.37,2247,1367,880
"1130",3779,4365.83,2305.45,-2060.38,"increase",6671.28,2532,1643,889
"1131",4527,3861.42,1712.6,-2148.82,"increase",5574.02,2443,1639,804
"1132",4634,4891.68,5773.77,882.09,"increase",10665.45,3402,1588,1814
"1133",4726,4250.05,4257.61,7.55999999999949,"increase",8507.66,2413,1172,1241
"1134",4757,1332.24,1292.57,-39.6700000000001,"increase",2624.81,889,416,473
"1135",8,3958.23,3859.43,-98.7999999999997,"increase",7817.66,2584,1382,1202
"1136",353,7361.22,6852.03,-509.190000000001,"increase",14213.25,3186,1597,1589
"1137",784,5689.53,4392.15,-1297.38,"increase",10081.68,3388,1865,1523
"1138",793,8765.19,7780.54,-984.650000000001,"increase",16545.73,5348,2909,2439
"1139",895,3738.77,3513.31,-225.46,"increase",7252.08,1922,1048,874
"1140",1196,35.52,0,-35.52,"increase",35.52,11,11,0
"1141",1378,9802.55,11466.14,1663.59,"increase",21268.69,7956,3327,4629
"1142",1393,5234.65,5286.7,52.0500000000002,"increase",10521.35,2423,1244,1179
"1143",1430,5717.14,6525.87,808.73,"increase",12243.01,3891,1863,2028
"1144",1445,81.72,1.89,-79.83,"increase",83.61,32,31,1
"1145",1540,3009.26,2443.52,-565.74,"increase",5452.78,1863,1049,814
"1146",1789,4318.4,4772.23,453.830000000001,"increase",9090.63,3745,1955,1790
"1147",2177,4704.54,8299.98,3595.44,"increase",13004.52,4239,1650,2589
"1148",2257,2038.18,2411.14,372.96,"increase",4449.32,1962,905,1057
"1149",2468,3361.1,3082.23,-278.87,"increase",6443.33,2111,1086,1025
"1150",2768,4684.47,4408.82,-275.650000000001,"increase",9093.29,3335,2019,1316
"1151",2795,0,14.98,14.98,"increase",14.98,4,0,4
"1152",2951,3579.99,3429.21,-150.78,"increase",7009.2,2639,1324,1315
"1153",3067,133.47,33.66,-99.81,"increase",167.13,85,62,23
"1154",3143,0,115.63,115.63,"increase",115.63,22,0,22
"1155",3166,39.19,70.01,30.82,"increase",109.2,39,12,27
"1156",3335,3128.79,3157.58,28.79,"increase",6286.37,2695,1363,1332
"1157",3432,3183.06,3299.09,116.03,"increase",6482.15,2712,1374,1338
"1158",3451,7954.96,6782.56,-1172.4,"increase",14737.52,5053,2881,2172
"1159",3497,585.25,712.6,127.35,"increase",1297.85,480,193,287
"1160",3585,3779.69,4205.54,425.85,"increase",7985.23,3116,1591,1525
"1161",3893,1874.71,2134.55,259.84,"increase",4009.26,1132,487,645
"1162",3979,0,5.98,5.98,"increase",5.98,2,0,2
"1163",3180,0,10.48,10.48,"increase",10.48,2,0,2
"1164",3419,3222.16,3677.89,455.73,"increase",6900.05,2111,959,1152
"1165",4415,29.62,0,-29.62,"increase",29.62,7,7,0
"1166",58,13.38,34.6,21.22,"increase",47.98,15,3,12
"1167",77,5643.93,4206.35,-1437.58,"increase",9850.28,3370,1890,1480
"1168",95,1951.52,2139.12,187.6,"increase",4090.64,1586,769,817
"1169",138,4538.22,4816.52,278.3,"increase",9354.74,3047,1555,1492
"1170",165,2597.88,2231.89,-365.99,"increase",4829.77,1872,1027,845
"1171",197,2650.71,2681.66,30.9499999999998,"increase",5332.37,1954,954,1000
"1172",287,3751.25,2416.4,-1334.85,"increase",6167.65,2286,1439,847
"1173",293,0,7.99,7.99,"increase",7.99,3,0,3
"1174",299,6342.33,6899.81,557.48,"increase",13242.14,4291,2004,2287
"1175",306,1796.87,2039.33,242.46,"increase",3836.2,1811,858,953
"1176",310,3118.27,3223.48,105.21,"increase",6341.75,2085,903,1182
"1177",375,3130.62,3593.52,462.9,"increase",6724.14,2235,1078,1157
"1178",422,126.76,0,-126.76,"increase",126.76,63,63,0
"1179",429,1446.94,1212.99,-233.95,"increase",2659.93,1331,721,610
"1180",471,354.82,0,-354.82,"increase",354.82,102,102,0
"1181",528,9756.89,9394,-362.889999999999,"increase",19150.89,8538,4311,4227
"1182",614,2864.78,2964.28,99.5,"increase",5829.06,2392,1090,1302
"1183",635,7133.64,6890.12,-243.52,"increase",14023.76,3437,1611,1826
"1184",664,2503.2,2519.14,15.9400000000001,"increase",5022.34,2587,1301,1286
"1185",679,2034.83,2393.8,358.97,"increase",4428.63,2190,1021,1169
"1186",680,4558.33,5007.81,449.48,"increase",9566.14,4517,2161,2356
"1187",691,1606.91,1860.82,253.91,"increase",3467.73,1323,654,669
"1188",730,2339.99,3564.66,1224.67,"increase",5904.65,1604,633,971
"1189",745,3600.71,5270.9,1670.19,"increase",8871.61,3233,1359,1874
"1190",748,878,998.02,120.02,"increase",1876.02,720,334,386
"1191",762,755.32,870.06,114.74,"increase",1625.38,896,437,459
"1192",780,5369.69,7496.93,2127.24,"increase",12866.62,4599,2095,2504
"1193",808,2081.46,2541.44,459.98,"increase",4622.9,1734,793,941
"1194",844,6006.98,7032.72,1025.74,"increase",13039.7,4846,2436,2410
"1195",859,4628.33,2884.7,-1743.63,"increase",7513.03,2348,1503,845
"1196",900,4378.14,4512.49,134.349999999999,"increase",8890.63,4058,1932,2126
"1197",906,3646.99,5673.94,2026.95,"increase",9320.93,2995,1114,1881
"1198",921,0,56.97,56.97,"increase",56.97,14,0,14
"1199",998,2539,2173.99,-365.01,"increase",4712.99,1527,792,735
"1200",1010,68.37,0,-68.37,"increase",68.37,35,35,0
"1201",1032,4913.51,5677.79,764.28,"increase",10591.3,3727,1719,2008
"1202",1079,2475.04,2360.61,-114.43,"increase",4835.65,1787,899,888
"1203",1136,0,10.66,10.66,"increase",10.66,2,0,2
"1204",1140,3836.09,2735.31,-1100.78,"increase",6571.4,2006,1123,883
"1205",1205,4830.46,8202.25,3371.79,"increase",13032.71,4589,1860,2729
"1206",1327,4283.11,2015.67,-2267.44,"increase",6298.78,1988,1407,581
"1207",1371,0,48.39,48.39,"increase",48.39,12,0,12
"1208",1394,6771.95,8004.57,1232.62,"increase",14776.52,4470,2044,2426
"1209",1412,0.69,0,-0.69,"increase",0.69,1,1,0
"1210",1438,4711.72,4298.71,-413.01,"increase",9010.43,2607,1319,1288
"1211",1472,2699.54,3302.43,602.89,"increase",6001.97,2568,1144,1424
"1212",1487,2193.1,2206.32,13.2200000000003,"increase",4399.42,2032,970,1062
"1213",1520,3824.73,3662.95,-161.78,"increase",7487.68,2947,1571,1376
"1214",1524,3634.33,3384.33,-250,"increase",7018.66,2406,1199,1207
"1215",1545,2797.23,2169.14,-628.09,"increase",4966.37,1723,952,771
"1216",1552,1728.08,1899.27,171.19,"increase",3627.35,1728,842,886
"1217",1682,4100.29,3612.86,-487.43,"increase",7713.15,2228,1149,1079
"1218",1800,6.99,0,-6.99,"increase",6.99,1,1,0
"1219",1803,3419.44,3680.11,260.67,"increase",7099.55,2248,1096,1152
"1220",1882,3086.53,2264.12,-822.41,"increase",5350.65,1954,1161,793
"1221",1894,7640.21,6651.56,-988.65,"increase",14291.77,4088,2141,1947
"1222",1909,4190.39,4090.57,-99.8200000000002,"increase",8280.96,2718,1389,1329
"1223",1962,1639.56,2105.07,465.51,"increase",3744.63,1646,688,958
"1224",1963,6746.37,6342.02,-404.349999999999,"increase",13088.39,6691,3285,3406
"1225",1979,6307.85,7145.37,837.52,"increase",13453.22,5851,2688,3163
"1226",2053,2360.18,2337.3,-22.8799999999997,"increase",4697.48,2066,1045,1021
"1227",2166,3486.82,3475.48,-11.3400000000001,"increase",6962.3,1516,751,765
"1228",2203,2771.35,2399.87,-371.48,"increase",5171.22,2144,1143,1001
"1229",2224,5955.35,4694.42,-1260.93,"increase",10649.77,5776,3191,2585
"1230",2253,5087.98,6912.52,1824.54,"increase",12000.5,3892,1556,2336
"1231",2387,3759.83,3047.82,-712.01,"increase",6807.65,2662,1445,1217
"1232",2481,4937.75,5189.76,252.01,"increase",10127.51,2540,1289,1251
"1233",2498,886.58,914.78,28.1999999999999,"increase",1801.36,694,361,333
"1234",2526,2158.32,2044.24,-114.08,"increase",4202.56,2000,1068,932
"1235",2550,3435.88,3736.39,300.51,"increase",7172.27,2632,1206,1426
"1236",2642,2127.42,2280.31,152.89,"increase",4407.73,2209,1081,1128
"1237",2675,2137.86,1896.74,-241.12,"increase",4034.6,2770,1450,1320
"1238",2676,3752.75,4122.12,369.37,"increase",7874.87,2932,1377,1555
"1239",2743,1999.99,3564.37,1564.38,"increase",5564.36,1888,654,1234
"1240",2842,3468.65,3463.83,-4.82000000000016,"increase",6932.48,2156,1104,1052
"1241",2887,2049.29,1969,-80.29,"increase",4018.29,2135,1094,1041
"1242",2892,4252.85,4717.26,464.41,"increase",8970.11,4329,2040,2289
"1243",2898,4764.91,4730.33,-34.5799999999999,"increase",9495.24,3843,1829,2014
"1244",2910,4019.99,3440.63,-579.36,"increase",7460.62,2695,1432,1263
"1245",2935,5047.57,4989.41,-58.1599999999999,"increase",10036.98,4261,2021,2240
"1246",2982,4120.59,3969.5,-151.09,"increase",8090.09,2656,1373,1283
"1247",2992,5306.08,5686.52,380.440000000001,"increase",10992.6,3384,1527,1857
"1248",3058,3789.18,4615.85,826.670000000001,"increase",8405.03,3473,1581,1892
"1249",3146,2943.33,4058.85,1115.52,"increase",7002.18,2941,1175,1766
"1250",3246,0,1502.11,1502.11,"increase",1502.11,447,0,447
"1251",3300,1957.44,1684.67,-272.77,"increase",3642.11,1573,835,738
"1252",3415,2529.51,3647.32,1117.81,"increase",6176.83,2076,871,1205
"1253",3426,1884.91,2021.37,136.46,"increase",3906.28,1614,822,792
"1254",3428,2225.79,0,-2225.79,"increase",2225.79,991,991,0
"1255",3483,7659.65,6413.75,-1245.9,"increase",14073.4,4977,2877,2100
"1256",3553,1692.95,1924.71,231.76,"increase",3617.66,1539,733,806
"1257",3563,4551.86,4285.18,-266.679999999999,"increase",8837.04,3523,1761,1762
"1258",3631,3551.76,2892.62,-659.14,"increase",6444.38,2016,1065,951
"1259",3663,55.26,0,-55.26,"increase",55.26,14,14,0
"1260",3674,2744.88,2400.61,-344.27,"increase",5145.49,3201,1663,1538
"1261",3731,3385.27,3511.97,126.7,"increase",6897.24,1868,954,914
"1262",3763,4185.64,4035.93,-149.71,"increase",8221.57,2737,1347,1390
"1263",3826,9430.89,9694.97,264.08,"increase",19125.86,7021,3562,3459
"1264",3835,3298.18,3700.4,402.22,"increase",6998.58,2007,940,1067
"1265",3897,2785.81,2954.48,168.67,"increase",5740.29,2248,1125,1123
"1266",3947,15.99,0,-15.99,"increase",15.99,1,1,0
"1267",3994,0,557.67,557.67,"increase",557.67,107,0,107
"1268",4055,7625.68,7380.48,-245.2,"increase",15006.16,4343,2193,2150
"1269",4124,1875.98,1702,-173.98,"increase",3577.98,1364,720,644
"1270",4134,5048.94,4473.32,-575.620000000001,"increase",9522.26,3027,1666,1361
"1271",4347,2282.73,2714.53,431.8,"increase",4997.26,2051,943,1108
"1272",4532,4241.97,4035.43,-206.54,"increase",8277.4,2334,1272,1062
"1273",4568,0,333.68,333.68,"increase",333.68,95,0,95
"1274",4977,2043.41,1417.7,-625.71,"increase",3461.11,1878,1090,788
"1275",4041,8.85,0,-8.85,"increase",8.85,6,6,0
"1276",294,0,170.64,170.64,"increase",170.64,41,0,41
"1277",3862,3148.81,3909.58,760.77,"increase",7058.39,3218,1454,1764
"1278",4318,3.79,52.86,49.07,"increase",56.65,21,1,20
"1279",2168,31.99,19.22,-12.77,"increase",51.21,16,12,4
"1280",2375,8147.55,6490.42,-1657.13,"increase",14637.97,3587,2114,1473
"1281",3761,6534.91,9523.26,2988.35,"increase",16058.17,4034,1737,2297
"1282",739,6071.95,6710.62,638.67,"increase",12782.57,5574,2669,2905
"1283",1534,15021.78,12086.76,-2935.02,"increase",27108.54,9192,5157,4035
"1284",2036,15.26,113.34,98.08,"increase",128.6,21,4,17
"1285",2237,2262.78,1830.98,-431.8,"increase",4093.76,1915,1056,859
"1286",2476,3985.71,2536.91,-1448.8,"increase",6522.62,2892,1713,1179
"1287",2845,2624.02,2506.46,-117.56,"increase",5130.48,1950,937,1013
"1288",4882,2532.08,3655.52,1123.44,"increase",6187.6,2568,989,1579
"1289",202,16.73,0,-16.73,"increase",16.73,6,6,0
"1290",1673,0,60.34,60.34,"increase",60.34,15,0,15
"1291",1750,2501.79,3519.7,1017.91,"increase",6021.49,1686,703,983
"1292",2084,5351.38,5342.76,-8.61999999999989,"increase",10694.14,3690,1885,1805
"1293",3814,2892.24,3035.6,143.36,"increase",5927.84,2402,1174,1228
"1294",4594,7118.93,5808.63,-1310.3,"increase",12927.56,4623,2517,2106
"1295",699,4213.22,4627.68,414.46,"increase",8840.9,2848,1433,1415
"1296",1192,5328.96,6094.27,765.31,"increase",11423.23,3458,1679,1779
"1297",1411,2779.23,2420.56,-358.67,"increase",5199.79,1723,1007,716
"1298",1486,4280.99,5126.22,845.23,"increase",9407.21,3579,1686,1893
"1299",1770,7125.73,7721.94,596.21,"increase",14847.67,5910,2704,3206
"1300",1814,22.47,0,-22.47,"increase",22.47,10,10,0
"1301",2272,6475.74,9133.08,2657.34,"increase",15608.82,7800,3064,4736
"1302",2944,4607.59,2822.22,-1785.37,"increase",7429.81,2592,1576,1016
"1303",3020,9.46,162.06,152.6,"increase",171.52,64,5,59
"1304",4147,3804.38,4112.61,308.23,"increase",7916.99,2988,1292,1696
"1305",4298,26.3,59.14,32.84,"increase",85.44,13,5,8
"1306",4505,3161.57,4221.75,1060.18,"increase",7383.32,4518,2064,2454
"1307",405,10975.42,9923.54,-1051.88,"increase",20898.96,6124,3176,2948
"1308",1441,3524.99,2686.41,-838.58,"increase",6211.4,2251,1299,952
"1309",1833,7.24,0,-7.24,"increase",7.24,3,3,0
"1310",943,6172.26,6462.26,290,"increase",12634.52,4191,2003,2188
"1311",1303,6745.06,6773.19,28.1300000000001,"increase",13518.25,4579,2226,2353
"1312",1336,2208.29,2842.58,634.29,"increase",5050.87,2130,884,1246
"1313",1179,6650.86,5774.32,-876.540000000001,"increase",12425.18,4645,2600,2045
"1314",1832,13.77,0,-13.77,"increase",13.77,4,4,0
"1315",2776,10649.5,11425.24,775.74,"increase",22074.74,6796,3394,3402
"1316",2855,1942.47,2383.61,441.14,"increase",4326.08,1379,676,703
"1317",3326,14447.82,13866.75,-581.07,"increase",28314.57,8757,4447,4310
"1318",3600,2414.24,2083.84,-330.4,"increase",4498.08,1539,847,692
"1319",4689,9003.74,10326.11,1322.37,"increase",19329.85,4782,2032,2750
"1320",104,856.28,11.98,-844.3,"increase",868.26,317,315,2
"1321",591,346.73,13.18,-333.55,"increase",359.91,130,122,8
"1322",696,4344.83,4575.82,230.99,"increase",8920.65,2516,1252,1264
"1323",2026,4657.32,5419.43,762.110000000001,"increase",10076.75,2657,1292,1365
"1324",2169,11733.28,11368.33,-364.950000000001,"increase",23101.61,6114,3201,2913
"1325",2183,3537.92,3330.26,-207.66,"increase",6868.18,2306,1146,1160
"1326",2312,8736.04,8725.74,-10.3000000000011,"increase",17461.78,7992,3945,4047
"1327",2519,5414.44,6021.17,606.73,"increase",11435.61,5523,2660,2863
"1328",2832,4283.02,4723.8,440.78,"increase",9006.82,3315,1557,1758
